Nome da Origem;Created By;Host ID;Host Name;Host MAC;Host Desc;Image Name;Image Path;Start Date;Start Time;End Date;End Time;Duration;Deploy/Capture;Tempo
16.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:18:02;17/01/2024;08:20:57;2 minutes 55 seconds;Deploy;00:02:06
16.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:18:04;17/01/2024;08:20:57;2 minutes 53 seconds;Deploy;00:02:06
16.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:18:04;17/01/2024;08:20:56;2 minutes 52 seconds;Deploy;00:02:05
16.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:18:01;17/01/2024;08:20:59;2 minutes 58 seconds;Deploy;00:02:08
16.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:18:05;17/01/2024;08:20:58;2 minutes 53 seconds;Deploy;00:02:07
16.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:17:56;17/01/2024;08:20:56;3 minutes ;Deploy;00:02:05
16.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;08:18:04;17/01/2024;08:20:57;2 minutes 53 seconds;Deploy;00:02:06
16.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;08:18:02;17/01/2024;08:20:56;2 minutes 54 seconds;Deploy;00:02:05
17.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:22:54;17/01/2024;08:25:47;2 minutes 53 seconds;Deploy;00:02:04
17.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:22:56;17/01/2024;08:25:47;2 minutes 51 seconds;Deploy;00:02:04
17.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:22:57;17/01/2024;08:25:47;2 minutes 50 seconds;Deploy;00:02:04
17.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;08:22:54;17/01/2024;08:25:46;2 minutes 52 seconds;Deploy;00:02:03
17.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:23:43;17/01/2024;08:25:47;2 minutes 4 seconds;Deploy;00:02:04
17.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:22:53;17/01/2024;08:25:46;2 minutes 53 seconds;Deploy;00:02:03
17.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:22:54;17/01/2024;08:25:46;2 minutes 52 seconds;Deploy;00:02:03
17.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:22:57;17/01/2024;08:25:48;2 minutes 51 seconds;Deploy;00:02:05
17.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:22:57;17/01/2024;08:25:46;2 minutes 49 seconds;Deploy;00:02:03
17.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:22:55;17/01/2024;08:25:46;2 minutes 51 seconds;Deploy;00:02:03
17.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:23:00;17/01/2024;08:25:46;2 minutes 46 seconds;Deploy;00:02:03
17.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:22:50;17/01/2024;08:25:47;2 minutes 57 seconds;Deploy;00:02:04
17.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;08:22:54;17/01/2024;08:25:46;2 minutes 52 seconds;Deploy;00:02:03
17.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;08:22:53;17/01/2024;08:25:46;2 minutes 53 seconds;Deploy;00:02:03
18.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:27:13;17/01/2024;08:30:06;2 minutes 53 seconds;Deploy;00:02:05
18.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:27:15;17/01/2024;08:30:05;2 minutes 50 seconds;Deploy;00:02:04
18.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:27:15;17/01/2024;08:30:05;2 minutes 50 seconds;Deploy;00:02:04
18.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;08:27:12;17/01/2024;08:30:06;2 minutes 54 seconds;Deploy;00:02:05
18.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:28:01;17/01/2024;08:30:05;2 minutes 4 seconds;Deploy;00:02:04
18.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:27:13;17/01/2024;08:30:06;2 minutes 53 seconds;Deploy;00:02:05
18.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:27:12;17/01/2024;08:30:04;2 minutes 52 seconds;Deploy;00:02:03
18.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:27:15;17/01/2024;08:30:07;2 minutes 52 seconds;Deploy;00:02:06
18.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:27:15;17/01/2024;08:30:05;2 minutes 50 seconds;Deploy;00:02:04
18.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:27:12;17/01/2024;08:30:06;2 minutes 54 seconds;Deploy;00:02:05
18.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:27:15;17/01/2024;08:30:05;2 minutes 50 seconds;Deploy;00:02:04
18.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:27:07;17/01/2024;08:30:05;2 minutes 58 seconds;Deploy;00:02:04
18.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;08:27:13;17/01/2024;08:30:05;2 minutes 52 seconds;Deploy;00:02:04
18.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;08:27:13;17/01/2024;08:30:05;2 minutes 52 seconds;Deploy;00:02:04
19.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:32:05;17/01/2024;08:34:56;2 minutes 51 seconds;Deploy;00:02:04
19.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:32:06;17/01/2024;08:34:57;2 minutes 51 seconds;Deploy;00:02:05
19.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:32:04;17/01/2024;08:34:57;2 minutes 53 seconds;Deploy;00:02:05
19.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;08:32:02;17/01/2024;08:34:58;2 minutes 56 seconds;Deploy;00:02:06
19.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:32:52;17/01/2024;08:34:57;2 minutes 5 seconds;Deploy;00:02:05
19.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:31:58;17/01/2024;08:34:57;2 minutes 59 seconds;Deploy;00:02:05
19.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:32:02;17/01/2024;08:34:59;2 minutes 57 seconds;Deploy;00:02:07
19.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:32:06;17/01/2024;08:34:59;2 minutes 53 seconds;Deploy;00:02:07
19.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:32:01;17/01/2024;08:34:56;2 minutes 55 seconds;Deploy;00:02:04
19.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:32:05;17/01/2024;08:34:57;2 minutes 52 seconds;Deploy;00:02:05
19.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:32:05;17/01/2024;08:34:58;2 minutes 53 seconds;Deploy;00:02:06
19.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:31:57;17/01/2024;08:34:57;3 minutes ;Deploy;00:02:05
19.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;08:32:04;17/01/2024;08:34:58;2 minutes 54 seconds;Deploy;00:02:06
19.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;08:32:02;17/01/2024;08:34:58;2 minutes 56 seconds;Deploy;00:02:06
2.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;06:59:35;17/01/2024;07:02:33;2 minutes 58 seconds;Deploy;00:02:03
2.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;06:59:41;17/01/2024;07:02:34;2 minutes 53 seconds;Deploy;00:02:04
2.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;06:59:33;17/01/2024;07:02:34;3 minutes 1 second;Deploy;00:02:04
2.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;06:59:31;17/01/2024;07:02:33;3 minutes 2 seconds;Deploy;00:02:03
2.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:00:30;17/01/2024;07:02:33;2 minutes 3 seconds;Deploy;00:02:03
2.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;06:59:34;17/01/2024;07:02:34;3 minutes ;Deploy;00:02:04
2.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;06:59:37;17/01/2024;07:02:33;2 minutes 56 seconds;Deploy;00:02:03
2.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;06:59:37;17/01/2024;07:02:34;2 minutes 57 seconds;Deploy;00:02:04
2.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;06:59:35;17/01/2024;07:02:33;2 minutes 58 seconds;Deploy;00:02:03
2.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;06:59:36;17/01/2024;07:02:34;2 minutes 58 seconds;Deploy;00:02:04
2.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;06:59:39;17/01/2024;07:02:35;2 minutes 56 seconds;Deploy;00:02:05
2.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;06:59:29;17/01/2024;07:02:35;3 minutes 6 seconds;Deploy;00:02:05
2.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;06:59:36;17/01/2024;07:02:34;2 minutes 58 seconds;Deploy;00:02:04
2.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;06:59:35;17/01/2024;07:02:34;2 minutes 59 seconds;Deploy;00:02:04
20.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:36:32;17/01/2024;08:39:31;2 minutes 59 seconds;Deploy;00:02:04
20.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:36:30;17/01/2024;08:39:32;3 minutes 2 seconds;Deploy;00:02:05
20.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:36:31;17/01/2024;08:39:31;3 minutes ;Deploy;00:02:04
20.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;08:36:32;17/01/2024;08:39:30;2 minutes 58 seconds;Deploy;00:02:03
20.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:37:27;17/01/2024;08:39:33;2 minutes 6 seconds;Deploy;00:02:06
20.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:36:39;17/01/2024;08:39:30;2 minutes 51 seconds;Deploy;00:02:03
20.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:36:33;17/01/2024;08:39:31;2 minutes 58 seconds;Deploy;00:02:04
20.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:36:34;17/01/2024;08:39:31;2 minutes 57 seconds;Deploy;00:02:04
20.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:36:35;17/01/2024;08:39:31;2 minutes 56 seconds;Deploy;00:02:04
20.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:36:35;17/01/2024;08:39:32;2 minutes 57 seconds;Deploy;00:02:05
20.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:36:35;17/01/2024;08:39:31;2 minutes 56 seconds;Deploy;00:02:04
20.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:36:26;17/01/2024;08:39:32;3 minutes 6 seconds;Deploy;00:02:05
20.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;08:36:34;17/01/2024;08:39:33;2 minutes 59 seconds;Deploy;00:02:06
20.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;08:36:31;17/01/2024;08:39:30;2 minutes 59 seconds;Deploy;00:02:03
21.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:41:08;17/01/2024;08:44:03;2 minutes 55 seconds;Deploy;00:02:05
21.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:41:09;17/01/2024;08:44:03;2 minutes 54 seconds;Deploy;00:02:05
21.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:41:07;17/01/2024;08:44:02;2 minutes 55 seconds;Deploy;00:02:04
21.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;08:41:07;17/01/2024;08:44:03;2 minutes 56 seconds;Deploy;00:02:05
21.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:41:58;17/01/2024;08:44:02;2 minutes 4 seconds;Deploy;00:02:04
21.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:41:04;17/01/2024;08:44:04;3 minutes ;Deploy;00:02:06
21.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:41:06;17/01/2024;08:44:03;2 minutes 57 seconds;Deploy;00:02:05
21.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:41:11;17/01/2024;08:44:02;2 minutes 51 seconds;Deploy;00:02:04
21.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:41:08;17/01/2024;08:44:03;2 minutes 55 seconds;Deploy;00:02:05
21.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:41:09;17/01/2024;08:44:02;2 minutes 53 seconds;Deploy;00:02:04
21.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:41:12;17/01/2024;08:44:03;2 minutes 51 seconds;Deploy;00:02:05
21.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:41:01;17/01/2024;08:44:02;3 minutes 1 second;Deploy;00:02:04
21.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;08:41:10;17/01/2024;08:44:04;2 minutes 54 seconds;Deploy;00:02:06
21.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;08:41:06;17/01/2024;08:44:03;2 minutes 57 seconds;Deploy;00:02:05
22.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:45:37;17/01/2024;08:48:31;2 minutes 54 seconds;Deploy;00:02:05
22.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:45:37;17/01/2024;08:48:30;2 minutes 53 seconds;Deploy;00:02:04
22.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:45:36;17/01/2024;08:48:30;2 minutes 54 seconds;Deploy;00:02:04
22.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;08:45:36;17/01/2024;08:48:30;2 minutes 54 seconds;Deploy;00:02:04
22.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:46:26;17/01/2024;08:48:31;2 minutes 5 seconds;Deploy;00:02:05
22.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:45:36;17/01/2024;08:48:30;2 minutes 54 seconds;Deploy;00:02:04
22.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:45:39;17/01/2024;08:48:31;2 minutes 52 seconds;Deploy;00:02:05
22.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:45:39;17/01/2024;08:48:30;2 minutes 51 seconds;Deploy;00:02:04
22.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:45:36;17/01/2024;08:48:30;2 minutes 54 seconds;Deploy;00:02:04
22.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:45:38;17/01/2024;08:48:30;2 minutes 52 seconds;Deploy;00:02:04
22.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:45:39;17/01/2024;08:48:29;2 minutes 50 seconds;Deploy;00:02:03
22.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:45:31;17/01/2024;08:48:30;2 minutes 59 seconds;Deploy;00:02:04
22.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;08:45:36;17/01/2024;08:48:29;2 minutes 53 seconds;Deploy;00:02:03
