Nome da Origem;Created By;Host ID;Host Name;Host MAC;Host Desc;Image Name;Image Path;Start Date;Start Time;End Date;End Time;Duration;Deploy/Capture;Tempo
22.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;08:45:38;17/01/2024;08:48:29;2 minutes 51 seconds;Deploy;00:02:03
23.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:50:02;17/01/2024;08:52:54;2 minutes 52 seconds;Deploy;00:02:04
23.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:50:01;17/01/2024;08:52:54;2 minutes 53 seconds;Deploy;00:02:04
23.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:50:00;17/01/2024;08:52:54;2 minutes 54 seconds;Deploy;00:02:04
23.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;08:50:01;17/01/2024;08:52:54;2 minutes 53 seconds;Deploy;00:02:04
23.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:50:50;17/01/2024;08:52:53;2 minutes 3 seconds;Deploy;00:02:03
23.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:50:00;17/01/2024;08:52:52;2 minutes 52 seconds;Deploy;00:02:02
23.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:50:01;17/01/2024;08:52:55;2 minutes 54 seconds;Deploy;00:02:05
23.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:50:03;17/01/2024;08:52:54;2 minutes 51 seconds;Deploy;00:02:04
23.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:49:59;17/01/2024;08:52:54;2 minutes 55 seconds;Deploy;00:02:04
23.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:50:02;17/01/2024;08:52:55;2 minutes 53 seconds;Deploy;00:02:05
23.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:50:05;17/01/2024;08:52:54;2 minutes 49 seconds;Deploy;00:02:04
23.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:49:56;17/01/2024;08:52:54;2 minutes 58 seconds;Deploy;00:02:04
23.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;08:50:04;17/01/2024;08:52:55;2 minutes 51 seconds;Deploy;00:02:05
23.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;08:50:03;17/01/2024;08:52:54;2 minutes 51 seconds;Deploy;00:02:04
24.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:54:30;17/01/2024;08:57:20;2 minutes 50 seconds;Deploy;00:02:05
24.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:54:28;17/01/2024;08:57:20;2 minutes 52 seconds;Deploy;00:02:05
24.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;08:54:29;17/01/2024;08:57:19;2 minutes 50 seconds;Deploy;00:02:04
24.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;08:54:26;17/01/2024;08:57:19;2 minutes 53 seconds;Deploy;00:02:04
24.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:55:15;17/01/2024;08:57:19;2 minutes 4 seconds;Deploy;00:02:04
24.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:54:27;17/01/2024;08:57:20;2 minutes 53 seconds;Deploy;00:02:05
24.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:54:28;17/01/2024;08:57:20;2 minutes 52 seconds;Deploy;00:02:05
24.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:54:32;17/01/2024;08:57:20;2 minutes 48 seconds;Deploy;00:02:05
24.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:54:26;17/01/2024;08:57:19;2 minutes 53 seconds;Deploy;00:02:04
24.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:54:28;17/01/2024;08:57:21;2 minutes 53 seconds;Deploy;00:02:06
24.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:54:32;17/01/2024;08:57:20;2 minutes 48 seconds;Deploy;00:02:05
24.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;08:54:22;17/01/2024;08:57:21;2 minutes 59 seconds;Deploy;00:02:06
24.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;08:54:30;17/01/2024;08:57:19;2 minutes 49 seconds;Deploy;00:02:04
24.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;08:54:25;17/01/2024;08:57:20;2 minutes 55 seconds;Deploy;00:02:05
25.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:00:52;17/01/2024;09:03:44;2 minutes 52 seconds;Deploy;00:02:04
25.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:00:51;17/01/2024;09:03:45;2 minutes 54 seconds;Deploy;00:02:05
25.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:00:47;17/01/2024;09:03:44;2 minutes 57 seconds;Deploy;00:02:04
25.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;09:00:52;17/01/2024;09:03:43;2 minutes 51 seconds;Deploy;00:02:03
25.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:01:40;17/01/2024;09:03:44;2 minutes 4 seconds;Deploy;00:02:04
25.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:00:50;17/01/2024;09:03:45;2 minutes 55 seconds;Deploy;00:02:05
25.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:00:52;17/01/2024;09:03:44;2 minutes 52 seconds;Deploy;00:02:04
25.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:00:53;17/01/2024;09:03:44;2 minutes 51 seconds;Deploy;00:02:04
25.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:00:53;17/01/2024;09:03:44;2 minutes 51 seconds;Deploy;00:02:04
25.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:00:53;17/01/2024;09:03:43;2 minutes 50 seconds;Deploy;00:02:03
25.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:00:54;17/01/2024;09:03:44;2 minutes 50 seconds;Deploy;00:02:04
25.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:00:45;17/01/2024;09:03:45;3 minutes ;Deploy;00:02:05
25.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;09:00:53;17/01/2024;09:03:44;2 minutes 51 seconds;Deploy;00:02:04
25.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;09:00:50;17/01/2024;09:03:45;2 minutes 55 seconds;Deploy;00:02:05
26.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:05:23;17/01/2024;09:08:16;2 minutes 53 seconds;Deploy;00:02:04
26.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:05:22;17/01/2024;09:08:17;2 minutes 55 seconds;Deploy;00:02:05
26.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:05:23;17/01/2024;09:08:16;2 minutes 53 seconds;Deploy;00:02:04
26.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;09:05:23;17/01/2024;09:08:15;2 minutes 52 seconds;Deploy;00:02:03
26.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:06:12;17/01/2024;09:08:15;2 minutes 3 seconds;Deploy;00:02:03
26.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:05:22;17/01/2024;09:08:16;2 minutes 54 seconds;Deploy;00:02:04
26.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:05:23;17/01/2024;09:08:17;2 minutes 54 seconds;Deploy;00:02:05
26.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:05:25;17/01/2024;09:08:15;2 minutes 50 seconds;Deploy;00:02:03
26.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:05:21;17/01/2024;09:08:17;2 minutes 56 seconds;Deploy;00:02:05
26.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:05:23;17/01/2024;09:08:15;2 minutes 52 seconds;Deploy;00:02:03
26.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:05:29;17/01/2024;09:08:15;2 minutes 46 seconds;Deploy;00:02:03
26.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:05:17;17/01/2024;09:08:16;2 minutes 59 seconds;Deploy;00:02:04
26.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;09:05:23;17/01/2024;09:08:15;2 minutes 52 seconds;Deploy;00:02:03
26.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;09:05:24;17/01/2024;09:08:18;2 minutes 54 seconds;Deploy;00:02:06
27.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:09:55;17/01/2024;09:12:49;2 minutes 54 seconds;Deploy;00:02:04
27.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:09:55;17/01/2024;09:12:50;2 minutes 55 seconds;Deploy;00:02:05
27.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:09:54;17/01/2024;09:12:49;2 minutes 55 seconds;Deploy;00:02:04
27.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;09:09:56;17/01/2024;09:12:49;2 minutes 53 seconds;Deploy;00:02:04
27.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:10:45;17/01/2024;09:12:56;2 minutes 11 seconds;Deploy;00:02:11
27.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:09:54;17/01/2024;09:12:50;2 minutes 56 seconds;Deploy;00:02:05
27.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:09:55;17/01/2024;09:12:49;2 minutes 54 seconds;Deploy;00:02:04
27.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:09:58;17/01/2024;09:12:50;2 minutes 52 seconds;Deploy;00:02:05
27.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:09:55;17/01/2024;09:12:49;2 minutes 54 seconds;Deploy;00:02:04
27.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:09:55;17/01/2024;09:12:49;2 minutes 54 seconds;Deploy;00:02:04
27.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:10:19;17/01/2024;09:12:49;2 minutes 30 seconds;Deploy;00:02:04
27.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:09:50;17/01/2024;09:12:49;2 minutes 59 seconds;Deploy;00:02:04
27.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;09:09:57;17/01/2024;09:12:49;2 minutes 52 seconds;Deploy;00:02:04
27.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;09:09:55;17/01/2024;09:12:48;2 minutes 53 seconds;Deploy;00:02:03
28.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:14:26;17/01/2024;09:17:14;2 minutes 48 seconds;Deploy;00:02:02
28.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:14:26;17/01/2024;09:17:17;2 minutes 51 seconds;Deploy;00:02:05
28.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:14:24;17/01/2024;09:17:15;2 minutes 51 seconds;Deploy;00:02:03
28.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;09:14:24;17/01/2024;09:17:16;2 minutes 52 seconds;Deploy;00:02:04
28.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:15:12;17/01/2024;09:17:15;2 minutes 3 seconds;Deploy;00:02:03
28.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:14:24;17/01/2024;09:17:15;2 minutes 51 seconds;Deploy;00:02:03
28.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:14:24;17/01/2024;09:17:14;2 minutes 50 seconds;Deploy;00:02:02
28.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:14:27;17/01/2024;09:17:16;2 minutes 49 seconds;Deploy;00:02:04
28.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:14:21;17/01/2024;09:17:15;2 minutes 54 seconds;Deploy;00:02:03
28.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:14:24;17/01/2024;09:17:16;2 minutes 52 seconds;Deploy;00:02:04
28.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:14:23;17/01/2024;09:17:15;2 minutes 52 seconds;Deploy;00:02:03
28.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:14:17;17/01/2024;09:17:17;3 minutes ;Deploy;00:02:05
28.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;09:14:24;17/01/2024;09:17:16;2 minutes 52 seconds;Deploy;00:02:04
28.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;09:14:23;17/01/2024;09:17:15;2 minutes 52 seconds;Deploy;00:02:03
29.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:18:51;17/01/2024;09:21:47;2 minutes 56 seconds;Deploy;00:02:06
29.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:18:49;17/01/2024;09:21:48;2 minutes 59 seconds;Deploy;00:02:07
29.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:18:51;17/01/2024;09:21:46;2 minutes 55 seconds;Deploy;00:02:05
29.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;09:18:47;17/01/2024;09:21:47;3 minutes ;Deploy;00:02:06
29.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:19:41;17/01/2024;09:21:46;2 minutes 5 seconds;Deploy;00:02:05
29.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:18:52;17/01/2024;09:21:47;2 minutes 55 seconds;Deploy;00:02:06
29.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:18:53;17/01/2024;09:21:47;2 minutes 54 seconds;Deploy;00:02:06
29.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:18:53;17/01/2024;09:21:46;2 minutes 53 seconds;Deploy;00:02:05
29.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:18:49;17/01/2024;09:21:46;2 minutes 57 seconds;Deploy;00:02:05
29.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:18:51;17/01/2024;09:21:47;2 minutes 56 seconds;Deploy;00:02:06
29.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:18:48;17/01/2024;09:21:47;2 minutes 59 seconds;Deploy;00:02:06
29.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:18:46;17/01/2024;09:21:46;3 minutes ;Deploy;00:02:05
29.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;09:18:53;17/01/2024;09:21:48;2 minutes 55 seconds;Deploy;00:02:07
29.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;09:18:49;17/01/2024;09:21:47;2 minutes 58 seconds;Deploy;00:02:06
3.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:06:47;17/01/2024;07:15:07;8 minutes 20 seconds;Deploy;00:02:07
3.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:06:52;17/01/2024;07:15:05;8 minutes 13 seconds;Deploy;00:02:05
3.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:06:46;17/01/2024;07:15:05;8 minutes 19 seconds;Deploy;00:02:05
3.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;07:06:45;17/01/2024;07:15:07;8 minutes 22 seconds;Deploy;00:02:07
3.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:13:00;17/01/2024;07:15:04;2 minutes 4 seconds;Deploy;00:02:04
3.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:06:44;17/01/2024;07:15:04;8 minutes 20 seconds;Deploy;00:02:04
