Nome da Origem;Created By;Host ID;Host Name;Host MAC;Host Desc;Image Name;Image Path;Start Date;Start Time;End Date;End Time;Duration;Deploy/Capture;Tempo
3.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:06:48;17/01/2024;07:15:04;8 minutes 16 seconds;Deploy;00:02:04
3.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:06:49;17/01/2024;07:15:06;8 minutes 17 seconds;Deploy;00:02:06
3.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:06:48;17/01/2024;07:15:05;8 minutes 17 seconds;Deploy;00:02:05
3.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:06:47;17/01/2024;07:15:04;8 minutes 17 seconds;Deploy;00:02:04
3.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:06:53;17/01/2024;07:15:06;8 minutes 13 seconds;Deploy;00:02:06
3.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:06:40;17/01/2024;07:15:04;8 minutes 24 seconds;Deploy;00:02:04
3.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;07:06:46;17/01/2024;07:15:06;8 minutes 20 seconds;Deploy;00:02:06
3.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;07:06:47;17/01/2024;07:15:06;8 minutes 19 seconds;Deploy;00:02:06
30.csv;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:23:28;17/01/2024;09:26:20;2 minutes 52 seconds;Deploy;00:02:04
30.csv;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:23:27;17/01/2024;09:26:20;2 minutes 53 seconds;Deploy;00:02:04
30.csv;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;09:23:27;17/01/2024;09:26:20;2 minutes 53 seconds;Deploy;00:02:04
30.csv;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;09:23:27;17/01/2024;09:26:21;2 minutes 54 seconds;Deploy;00:02:05
30.csv;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:24:16;17/01/2024;09:26:21;2 minutes 5 seconds;Deploy;00:02:05
30.csv;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:23:26;17/01/2024;09:26:20;2 minutes 54 seconds;Deploy;00:02:04
30.csv;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:23:24;17/01/2024;09:26:20;2 minutes 56 seconds;Deploy;00:02:04
30.csv;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:23:27;17/01/2024;09:26:20;2 minutes 53 seconds;Deploy;00:02:04
30.csv;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:23:29;17/01/2024;09:26:20;2 minutes 51 seconds;Deploy;00:02:04
30.csv;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:23:27;17/01/2024;09:26:20;2 minutes 53 seconds;Deploy;00:02:04
30.csv;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:23:28;17/01/2024;09:26:20;2 minutes 52 seconds;Deploy;00:02:04
30.csv;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;09:23:21;17/01/2024;09:26:20;2 minutes 59 seconds;Deploy;00:02:04
30.csv;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;09:23:26;17/01/2024;09:26:20;2 minutes 54 seconds;Deploy;00:02:04
30.csv;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;09:23:25;17/01/2024;09:26:20;2 minutes 55 seconds;Deploy;00:02:04
4.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:17:15;17/01/2024;07:20:06;2 minutes 51 seconds;Deploy;00:02:04
4.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:17:16;17/01/2024;07:20:06;2 minutes 50 seconds;Deploy;00:02:04
4.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:17:14;17/01/2024;07:20:05;2 minutes 51 seconds;Deploy;00:02:03
4.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;07:17:14;17/01/2024;07:20:07;2 minutes 53 seconds;Deploy;00:02:05
4.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:18:02;17/01/2024;07:20:05;2 minutes 3 seconds;Deploy;00:02:03
4.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:17:13;17/01/2024;07:20:07;2 minutes 54 seconds;Deploy;00:02:05
4.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:17:16;17/01/2024;07:20:07;2 minutes 51 seconds;Deploy;00:02:05
4.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:17:14;17/01/2024;07:20:05;2 minutes 51 seconds;Deploy;00:02:03
4.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:17:15;17/01/2024;07:20:06;2 minutes 51 seconds;Deploy;00:02:04
4.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:17:15;17/01/2024;07:20:05;2 minutes 50 seconds;Deploy;00:02:03
4.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:17:19;17/01/2024;07:20:07;2 minutes 48 seconds;Deploy;00:02:05
4.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:17:09;17/01/2024;07:20:07;2 minutes 58 seconds;Deploy;00:02:05
4.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;07:17:16;17/01/2024;07:20:05;2 minutes 49 seconds;Deploy;00:02:03
4.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;07:17:13;17/01/2024;07:20:06;2 minutes 53 seconds;Deploy;00:02:04
5.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:22:25;17/01/2024;07:25:17;2 minutes 52 seconds;Deploy;00:02:03
5.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:22:28;17/01/2024;07:25:19;2 minutes 51 seconds;Deploy;00:02:05
5.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:22:24;17/01/2024;07:25:18;2 minutes 54 seconds;Deploy;00:02:07
5.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;07:22:22;17/01/2024;07:25:18;2 minutes 56 seconds;Deploy;00:02:06
5.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:23:12;17/01/2024;07:25:18;2 minutes 6 seconds;Deploy;00:02:06
5.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:22:21;17/01/2024;07:25:17;2 minutes 56 seconds;Deploy;00:02:06
5.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:22:22;17/01/2024;07:25:17;2 minutes 55 seconds;Deploy;00:02:05
5.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:22:24;17/01/2024;07:25:18;2 minutes 54 seconds;Deploy;00:02:05
5.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:22:23;17/01/2024;07:25:18;2 minutes 55 seconds;Deploy;00:02:06
5.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:22:24;17/01/2024;07:25:17;2 minutes 53 seconds;Deploy;00:02:06
5.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:22:27;17/01/2024;07:25:18;2 minutes 51 seconds;Deploy;00:02:05
5.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:22:17;17/01/2024;07:25:18;3 minutes 1 second;Deploy;00:02:06
5.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;07:22:25;17/01/2024;07:25:19;2 minutes 54 seconds;Deploy;00:02:06
5.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;07:22:21;17/01/2024;07:25:18;2 minutes 57 seconds;Deploy;00:02:07
6.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:28:12;17/01/2024;07:31:05;2 minutes 53 seconds;Deploy;00:02:03
6.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:28:15;17/01/2024;07:31:07;2 minutes 52 seconds;Deploy;00:02:05
6.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:28:14;17/01/2024;07:31:06;2 minutes 52 seconds;Deploy;00:02:04
6.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;07:28:13;17/01/2024;07:31:07;2 minutes 54 seconds;Deploy;00:02:05
6.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:29:02;17/01/2024;07:31:05;2 minutes 3 seconds;Deploy;00:02:03
6.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:28:13;17/01/2024;07:31:05;2 minutes 52 seconds;Deploy;00:02:03
6.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:28:14;17/01/2024;07:31:06;2 minutes 52 seconds;Deploy;00:02:04
6.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:28:15;17/01/2024;07:31:06;2 minutes 51 seconds;Deploy;00:02:04
6.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:28:15;17/01/2024;07:31:06;2 minutes 51 seconds;Deploy;00:02:04
6.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:28:14;17/01/2024;07:31:07;2 minutes 53 seconds;Deploy;00:02:05
6.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:28:16;17/01/2024;07:31:05;2 minutes 49 seconds;Deploy;00:02:03
6.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:28:08;17/01/2024;07:31:05;2 minutes 57 seconds;Deploy;00:02:03
6.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;07:28:13;17/01/2024;07:31:07;2 minutes 54 seconds;Deploy;00:02:05
6.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;07:28:13;17/01/2024;07:31:07;2 minutes 54 seconds;Deploy;00:02:05
7.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:34:52;17/01/2024;07:37:50;2 minutes 58 seconds;Deploy;00:02:11
7.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:34:55;17/01/2024;07:37:51;2 minutes 56 seconds;Deploy;00:02:12
7.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:34:52;17/01/2024;07:37:49;2 minutes 57 seconds;Deploy;00:02:10
7.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;07:34:51;17/01/2024;07:37:50;2 minutes 59 seconds;Deploy;00:02:11
7.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:35:39;17/01/2024;07:37:50;2 minutes 11 seconds;Deploy;00:02:11
7.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:34:51;17/01/2024;07:37:50;2 minutes 59 seconds;Deploy;00:02:11
7.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:34:50;17/01/2024;07:37:51;3 minutes 1 second;Deploy;00:02:12
7.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:34:53;17/01/2024;07:37:49;2 minutes 56 seconds;Deploy;00:02:10
7.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:34:52;17/01/2024;07:37:50;2 minutes 58 seconds;Deploy;00:02:11
7.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:34:51;17/01/2024;07:37:49;2 minutes 58 seconds;Deploy;00:02:10
7.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:34:54;17/01/2024;07:37:50;2 minutes 56 seconds;Deploy;00:02:11
7.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:34:45;17/01/2024;07:37:50;3 minutes 5 seconds;Deploy;00:02:11
7.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;07:34:51;17/01/2024;07:37:49;2 minutes 58 seconds;Deploy;00:02:10
7.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;07:34:53;17/01/2024;07:37:48;2 minutes 55 seconds;Deploy;00:02:09
8.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:39:54;17/01/2024;07:42:48;2 minutes 54 seconds;Deploy;00:02:05
8.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:39:56;17/01/2024;07:42:47;2 minutes 51 seconds;Deploy;00:02:04
8.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:39:52;17/01/2024;07:42:45;2 minutes 53 seconds;Deploy;00:02:02
8.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;07:39:54;17/01/2024;07:42:48;2 minutes 54 seconds;Deploy;00:02:05
8.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:40:43;17/01/2024;07:42:46;2 minutes 3 seconds;Deploy;00:02:03
8.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:39:53;17/01/2024;07:42:47;2 minutes 54 seconds;Deploy;00:02:04
8.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:39:50;17/01/2024;07:42:48;2 minutes 58 seconds;Deploy;00:02:05
8.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:39:55;17/01/2024;07:42:47;2 minutes 52 seconds;Deploy;00:02:04
8.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:40:00;17/01/2024;07:42:45;2 minutes 45 seconds;Deploy;00:02:02
8.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:39:51;17/01/2024;07:42:47;2 minutes 56 seconds;Deploy;00:02:04
8.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:39:56;17/01/2024;07:42:48;2 minutes 52 seconds;Deploy;00:02:05
8.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:39:55;17/01/2024;07:42:46;2 minutes 51 seconds;Deploy;00:02:03
8.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;07:39:55;17/01/2024;07:42:47;2 minutes 52 seconds;Deploy;00:02:04
8.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;07:39:54;17/01/2024;07:42:47;2 minutes 53 seconds;Deploy;00:02:04
9.CSV;fog;2;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:44:34;17/01/2024;07:47:27;2 minutes 53 seconds;Deploy;00:02:05
9.CSV;fog;3;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:44:38;17/01/2024;07:47:27;2 minutes 49 seconds;Deploy;00:02:05
9.CSV;fog;4;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 11, 2024, 11:18 am;DebRodrigo;Not Valid;17/01/2024;07:44:34;17/01/2024;07:47:26;2 minutes 52 seconds;Deploy;00:02:04
9.CSV;fog;5;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 11, 2024, 11:19 am;DebRodrigo;Not Valid;17/01/2024;07:44:33;17/01/2024;07:47:27;2 minutes 54 seconds;Deploy;00:02:05
9.CSV;fog;7;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:45:22;17/01/2024;07:47:26;2 minutes 4 seconds;Deploy;00:02:04
9.CSV;fog;8;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:44:32;17/01/2024;07:47:25;2 minutes 53 seconds;Deploy;00:02:03
9.CSV;fog;9;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:44:35;17/01/2024;07:47:26;2 minutes 51 seconds;Deploy;00:02:04
9.CSV;fog;10;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:44:37;17/01/2024;07:47:26;2 minutes 49 seconds;Deploy;00:02:04
9.CSV;fog;11;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:44:34;17/01/2024;07:47:26;2 minutes 52 seconds;Deploy;00:02:04
9.CSV;fog;12;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:44:35;17/01/2024;07:47:27;2 minutes 52 seconds;Deploy;00:02:05
9.CSV;fog;13;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:44:38;17/01/2024;07:47:27;2 minutes 49 seconds;Deploy;00:02:05
9.CSV;fog;14;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 11, 2024, 11:20 am;DebRodrigo;Not Valid;17/01/2024;07:44:28;17/01/2024;07:47:26;2 minutes 58 seconds;Deploy;00:02:04
9.CSV;fog;16;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 11, 2024, 11:23 am;DebRodrigo;Not Valid;17/01/2024;07:44:35;17/01/2024;07:47:25;2 minutes 50 seconds;Deploy;00:02:03
9.CSV;fog;18;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 12, 2024, 11:46 am;DebRodrigo;Not Valid;17/01/2024;07:44:32;17/01/2024;07:47:26;2 minutes 54 seconds;Deploy;00:02:04
